dimension,finding_id,severity,reviewers_severity,verification,timing,effort,title,files
"process-maturity","decisions-only-in-commit-bodies","low","","informational","later","M","Architecture decisions live only in commit bodies and CLAUDE.md prose — no ADRs, no decision index","CLAUDE.md:96; git log 37313bf; git log b2d018b"
"process-maturity","no-metrics-no-retros","low","","informational","later","M","No measurement of engineering flow (DORA), no retrospectives, no SLOs — nothing to move from level 2 to 4","git log (cadence)"
"i18n-localization","no-lang-files-raw-keys-in-prod","high","medium","confirmed","now","S","No Laravel lang/ar files while production sets APP_LOCALE=ar — uncovered validation rules render as raw 'validation.*' keys","backend/config/app.php:83; backend/config/app.php:85; backend/.env.production.example:29; backend/.env.example:7; backend/app/Http/Controllers/Api/AttendanceController.php:52; backend/app/Http/Controllers/Api/CenterController.php:35; backend/app/Http/Controllers/Api/StudentController.php:196"
"i18n-localization","no-exception-renderer-english-defaults","high","medium","confirmed","now","S","No API exception-rendering layer: default English 401/404/422-summary messages leak and break the {success,...} envelope","backend/bootstrap/app.php:22; backend/app/Http/Controllers/Api/WeeklyTestController.php:52; backend/app/Http/Controllers/Api/CenterController.php:58; frontend-html/js/api.js:63; frontend-html/js/ui.js:202"
"i18n-localization","arabic-strings-as-db-enums","high","low","confirmed","now","M","Arabic display strings are persisted as domain enum values (teacher type, test result) and compared as literals across both tiers","backend/database/migrations/2026_05_11_100154_update_tables_for_mutqen_v2.php:13; backend/database/migrations/2026_05_11_100154_update_tables_for_mutqen_v2.php:23; backend/database/migrations/2026_06_19_074100_create_weekly_test_questions_table.php:19; backend/app/Http/Controllers/Api/TeacherController.php:66; backend/app/Http/Controllers/Api/WeeklyTestController.php:42; backend/app/Http/Controllers/Api/CenterController.php:62; backend/app/Support/PrimaryTeacherRule.php:20; backend/app/Services/ReportService.php:55; frontend-html/admin/center.html:115; frontend-html/js/ui.js:108"
"i18n-localization","no-error-codes-no-locale-negotiation","medium","low","confirmed","now","M","API speaks only Arabic prose — no stable error/message codes and no Accept-Language handling; tests pin exact Arabic copy","backend/app/Http/Controllers/Api/AuthController.php:42; backend/app/Http/Middleware/AdminMiddleware.php:19; backend/tests/Feature/AuthLoginTest.php:31; backend/tests/Feature/CenterStatusTest.php:66; backend/tests/Feature/ManagerAttendanceReviewTest.php:60"
"i18n-localization","arabic-indic-digits-partial","medium","low","confirmed","now","S","Arabic-Indic digit normalization is partial (phone + search only) and copy-pasted 7 times; identity fields, login codes and OTP reject ٠-٩ input","backend/app/Support/PhoneNumber.php:19; backend/app/Http/Controllers/Api/TeacherController.php:28; backend/app/Http/Controllers/Api/AdminUserController.php:46; backend/app/Http/Controllers/Api/CenterManagerController.php:228; backend/app/Http/Controllers/Api/MemorizationController.php:38; backend/app/Http/Controllers/Api/StudentController.php:292; backend/app/Http/Controllers/Api/AttendanceImportController.php:153; backend/app/Http/Controllers/Api/AuthController.php:36; backend/app/Http/Controllers/Api/StudentController.php:38"
"i18n-localization","surah-identity-exact-arabic-name","medium","","refuted","now","M","Surah identity in the API is the byte-exact Arabic name — no numeric surah key, no normalization on input","backend/app/Support/SurahReference.php:20; backend/app/Http/Controllers/Api/MemorizationController.php:134; backend/app/Http/Controllers/Api/MemorizationController.php:234; backend/database/migrations/2024_01_01_000040_create_memorizations_table.php"
"i18n-localization","notifications-persist-prose-and-web-links","medium","low","confirmed","now","S","In-app notifications persist Arabic prose, web .html links and server-formatted relative time — not consumable by a localized mobile client","backend/app/Notifications/InAppNotification.php:40; backend/app/Http/Controllers/Api/MemorizationController.php:191; backend/app/Http/Controllers/Api/WeeklyTestController.php:98; backend/app/Http/Controllers/Api/StudentRequestController.php:184; backend/app/Http/Controllers/Api/MessageController.php:188; backend/app/Http/Controllers/Api/NotificationController.php:30"
"i18n-localization","frontend-no-string-table","medium","low","confirmed","next","L","Web client hardcodes ~1,660 Arabic literals/text nodes across 33 pages with no string table, glossary or i18n scaffolding","frontend-html/admin/students.html; frontend-html/index.html; frontend-html/manager/students.html; frontend-html/js/ui.js; frontend-html/js/layout.js; frontend-html/admin/reports.html:24; frontend-html/teacher/reports.html:24"
"i18n-localization","naive-arabic-pluralization","medium","low","confirmed","later","S","Count phrases use a single Arabic form regardless of number (Arabic has 6 CLDR plural categories)","frontend-html/admin/center.html:84; frontend-html/admin/center.html:88; frontend-html/admin/students.html:285; frontend-html/manager/students.html:356; frontend-html/manager/teacher.html:89; frontend-html/parent/child.html:115; frontend-html/teacher/student.html:146; frontend-html/js/ui.js:243"
"i18n-localization","pdf-fonts-and-carbon-ar-locale","medium","low","confirmed","next","S","PDF reports use DejaVu Sans for Arabic (not the Amiri/Cairo brand fonts) and the generic Carbon 'ar' locale instead of 'ar_LY'","backend/resources/views/pdf/layout.blade.php:6; backend/resources/views/pdf/layout.blade.php:24; backend/app/Http/Controllers/Api/ReportPdfController.php:31; backend/app/Http/Controllers/Api/ReportPdfController.php:50; backend/app/Http/Controllers/Api/NotificationController.php:30; frontend-html/css/theme.css:17"
"i18n-localization","regional-rules-scattered","low","","informational","next","S","Regional constants (week start, day/month names, phone country code, ID regex) are scattered literals rather than one configuration","backend/app/Http/Controllers/Api/DashboardController.php:71; backend/app/Http/Controllers/Api/ReportController.php:94; backend/app/Http/Controllers/Api/StudentController.php:778; backend/app/Http/Controllers/Api/StudentController.php:38; backend/app/Http/Controllers/Api/StudentController.php:50; backend/app/Support/PhoneNumber.php:31; frontend-html/admin/reports.html:24; frontend-html/teacher/reports.html:24"
"i18n-localization","no-hijri-calendar","low","","informational","later","M","No Hijri (Umm al-Qura) calendar anywhere for a Quran-memorization product","backend/app/Http/Controllers/Api/ReportPdfController.php:31; frontend-html/js/layout.js:82; frontend-html/js/ui.js:126"
"i18n-localization","import-contract-locale-bound","low","","informational","next","S","Fingerprint import contract is bound to exact Arabic header/status words and assumes DD/MM/YYYY without validating the parsed date","backend/app/Http/Controllers/Api/AttendanceImportController.php:60; backend/app/Http/Controllers/Api/AttendanceImportController.php:71; backend/app/Http/Controllers/Api/AttendanceImportController.php:218; backend/app/Http/Controllers/Api/AttendanceImportController.php:262"
"i18n-localization","rtl-css-inline-duplication-and-fonts","low","","informational","later","S","RTL/bidi handled via 33 inline `direction:ltr` duplications and physical CSS properties; brand fonts loaded by render-blocking external @import","frontend-html/css/theme.css:6; frontend-html/css/theme.css:17; frontend-html/css/theme.css:190; frontend-html/manager/students.html:130; frontend-html/admin/students.html:382; frontend-html/manager/requests.html:102; frontend-html/login.html:50"
"i18n-localization","gendered-copy-and-doc-drift","low","","informational","later","S","Parent-facing copy assumes a son ('ابنك') while the ID rule accepts girls; CLAUDE.md misstates the gender constraint and the email scheme","backend/app/Http/Controllers/Api/MemorizationController.php:195; backend/app/Http/Controllers/Api/WeeklyTestController.php:98; backend/app/Http/Controllers/Api/StudentController.php:57; backend/app/Support/LoginEmail.php:27; CLAUDE.md:68; CLAUDE.md:85"
"data-privacy-child-protection","no-privacy-notice-consent-lawful-basis","critical","medium","confirmed","now","M","No privacy notice, terms, consent capture or lawful-basis artefact exists anywhere (store submission blocker)","frontend-html/index.html:338-374; frontend-html/login.html:48-61; frontend-html/manifest.webmanifest:1-21; backend/database/migrations/2024_01_01_000020_create_students_table.php:11-23; backend/app/Http/Controllers/Api/StudentController.php:162-273"
"data-privacy-child-protection","no-erasure-or-retention-policy-never-delete","high","medium","confirmed","now","M","'Never hard-delete' policy has no retention schedule, no pseudonymisation path and unbounded growth tables — contradicts store data-deletion expectations and storage-limitation duties","CLAUDE.md:71; backend/routes/api.php:95-101; backend/routes/api.php:139-141; backend/database/migrations/2026_07_18_120000_add_correction_audit_to_attendances.php:7-12; backend/routes/console.php:1-8; backend/config/sanctum.php:55; backend/app/Http/Controllers/Api/MessageController.php:181-189"
"data-privacy-child-protection","manager-parent-search-national-id-enumeration","high","medium","confirmed","now","S","Center managers can enumerate every parent's full national ID system-wide by 3-digit prefix","backend/app/Http/Controllers/Api/StudentController.php:284-309; backend/routes/api.php:61; backend/tests/Feature/ManagerAddStudentGuardianTest.php:199-217"
"data-privacy-child-protection","guardian-identity-unverified-phone-link-staff-set-password","high","medium","confirmed","now","M","Guardianship is asserted by an unverified phone number typed by staff, who also choose the parent's password; a mistyped number links a child to a stranger's account","backend/app/Support/ParentResolver.php:44-70; backend/app/Support/ParentResolver.php:72-99; backend/app/Http/Controllers/Api/StudentController.php:209-217; backend/app/Http/Controllers/Api/StudentController.php:235-248; backend/app/Http/Controllers/Api/AuthController.php:122-159"
"data-privacy-child-protection","child-photos-scraped-without-consent-on-public-landing","high","","confirmed","now","S","Landing page publishes 11 identifiable children's photos that are byte-identical raw downloads from Facebook CDN, Telegram and Google Images, with no consent, release or attribution","frontend-html/index.html:304-325; frontend-html/img/gallery/g03-kids-traditional.jpg; frontend-html/img/gallery/g11-competition-boys.jpg; Home photos/629319058_1229473859375865_3097274146528381499_n.jpg; Home photos/photo_6_2024-11-24_10-21-19.jpg; Home photos/مصطفى-المهدوي-720x470.jpg"
"data-privacy-child-protection","no-processor-inventory-or-agreements","medium","low","confirmed","next","M","Six external processors/data flows carry children's or guardians' data with no inventory, contract or documented safeguards","n8n/mutqin-daily-attendance-digest.json:35-52; n8n/mutqin-daily-attendance-digest.json:179-197; n8n/attendance-digest.code.js:18-41; frontend-html/css/theme.css:6; frontend-html/index.html:8; DEPLOYMENT.md:12; backend/app/Http/Controllers/Api/AuthController.php:216-220; backend/DEPLOY_LOG.md:3-9"
"data-privacy-child-protection","otp-and-phone-logged-plaintext","medium","","confirmed","now","S","Plaintext OTP and guardian phone are written to the application log at info level","backend/app/Http/Controllers/Api/AuthController.php:216-220; backend/.env.example:18-21; backend/.env.production.example:36-39; backend/config/logging.php:68-72"
"data-privacy-child-protection","demo-accounts-directory-gated-on-app-debug","medium","","confirmed","now","S","Unauthenticated /public/demo-accounts dumps every user's name, email and role whenever APP_DEBUG is true — a weaker gate than the one the OTP code itself warns against","backend/app/Http/Controllers/Api/DashboardController.php:101-121; backend/routes/api.php:23; backend/app/Http/Controllers/Api/AuthController.php:149-156"
"data-privacy-child-protection","public-repo-discloses-admin-login-demo-password-hosting-metadata","medium","","confirmed","now","S","The public GitHub repository discloses the production admin login, the universal password of a dataset recorded as deployed, the cPanel user, DB name and host layout","backend/DEPLOY_LOG.md:1-9; backend/DEPLOY_LOG.md:27-37; backend/DEPLOY_LOG.md:39-49; backend/database/seeders/LibyanDataSeeder.php:40-43; backend/database/seeders/ExtraDataSeeder.php:35; CLAUDE.md:32; backend/database/seeders/ProductionSeeder.php:35-36"
"data-privacy-child-protection","message-thread-inherited-by-successor-teacher-or-parent","medium","","confirmed","next","S","Parent-teacher message threads are keyed only by student, so a newly assigned teacher (or a re-linked guardian) reads the entire prior private conversation","backend/app/Http/Controllers/Api/MessageController.php:26-49; backend/app/Http/Controllers/Api/MessageController.php:107-142; backend/app/Http/Controllers/Api/StudentController.php:611-690; backend/database/migrations/2026_08_22_100000_create_messages_table.php:7-11; backend/tests/Feature/MessagingTest.php:29-120"
"data-privacy-child-protection","no-access-audit-trail-for-child-records-and-exports","medium","","confirmed","next","M","No audit trail of who viewed, searched or exported a child's record; PDFs carry no confidentiality marking","backend/bootstrap/app.php:14-21; backend/app/Http/Controllers/Api/ReportPdfController.php:37-73; backend/resources/views/pdf/layout.blade.php:55-57; backend/resources/views/pdf/student.blade.php:23-25; backend/database/migrations/2026_07_18_120000_add_correction_audit_to_attendances.php:7-12"
"data-privacy-child-protection","over-broad-model-serialization-and-role-minimisation-gaps","medium","","confirmed","next","M","Raw Eloquent models leak fields beyond each role's need: User::$hidden omits id_number/password metadata, teachers receive the child's national ID, managers see full guardian IDs, parents receive teacher notes not shown in their UI","backend/app/Models/User.php:43-46; backend/app/Http/Controllers/Api/StudentController.php:268-272; backend/app/Http/Controllers/Api/StudentController.php:340-364; backend/app/Http/Controllers/Api/StudentController.php:412; backend/app/Http/Controllers/Api/StudentController.php:769-776; backend/app/Http/Controllers/Api/CenterManagerController.php:249; backend/app/Http/Controllers/Api/StudentRequestController.php:309; frontend-html/teacher/student.html:76; frontend-html/manager/parents.html:81"
"data-privacy-child-protection","no-governance-owner-dpia-breach-procedure","high","medium","confirmed","next","M","No named data owner/DPO, no DPIA/record of processing, no breach-notification or staff-confidentiality procedure for a register of minors","DEPLOYMENT.md:1-43; CLAUDE.md:1-40; backend/DEPLOY_LOG.md:1-25; frontend-html/index.html:338-374"
"data-privacy-child-protection","plaintext-identifiers-shared-hosting-unencrypted-backups","medium","low","confirmed","next","L","National IDs, phones and message bodies sit in plaintext on a shared cPanel MySQL with unencrypted mysqldump backups copied to a developer laptop","backend/app/Models/User.php:48-58; backend/app/Models/Student.php:30-35; DEPLOYMENT.md:15; backend/DEPLOY_LOG.md:43; backend/DEPLOY_LOG.md:52; backend/.env.production.example:2-6"
"data-privacy-child-protection","third-party-cdn-fonts-leak-parent-browsing","low","","informational","next","S","Google Fonts and jsDelivr receive IP/UA/referrer for every parent, teacher and manager page view; no SRI, CSP or referrer policy","frontend-html/css/theme.css:6; frontend-html/index.html:8; frontend-html/parent/child.html:7; frontend-html/parent/messages.html:7"
"threat-model-permissions-matrix","no-security-governance-artefacts","high","medium","confirmed","now","M","No threat model, risk register, abuse-case list, incident-response plan or vulnerability-disclosure channel exists","CLAUDE.md:1; DEPLOYMENT.md:1; backend/DEPLOY_LOG.md:1; backend/README.md:52; frontend-html/README.md:43; n8n/README.md:17"
"threat-model-permissions-matrix","manager-parent-directory-enumeration-and-overwrite","high","","confirmed","now","M","Any center manager can enumerate every parent's national ID system-wide, then overwrite that parent's name and recovery phone and attach a child to them, receiving the full parent record","backend/app/Http/Controllers/Api/StudentController.php:280; backend/app/Http/Controllers/Api/StudentController.php:196; backend/app/Http/Controllers/Api/StudentController.php:271; backend/app/Support/ParentResolver.php:50; backend/app/Models/User.php:43; backend/tests/Feature/ManagerAddStudentGuardianTest.php:30"
"threat-model-permissions-matrix","no-security-event-logging-or-detection","high","medium","confirmed","now","M","Security model is prevention-only: no login audit, no failed-login counter per account, no alert on privilege changes, no actor on password-change log","backend/app/Http/Controllers/Api/AuthController.php:39; backend/app/Http/Controllers/Api/AuthController.php:76; backend/app/Models/User.php:70; backend/database/migrations/2026_06_28_150000_add_password_tracking.php:23; backend/app/Http/Controllers/Api/ManagerManagementController.php:102; backend/.env.production.example:39"
"threat-model-permissions-matrix","enumerable-login-ids-no-lockout-weak-passwords-wildcard-teacher-tokens","high","medium","confirmed","now","M","Login identifiers are sequential public codes, passwords are min 6 with no policy or MFA, throttling is per-IP only, and teacher tokens carry the admin wildcard ability","backend/app/Http/Controllers/Api/AuthController.php:36; backend/app/Http/Controllers/Api/AuthController.php:62; backend/app/Support/DisplayCode.php:19; backend/app/Support/LoginEmail.php:28; backend/routes/api.php:17; backend/app/Http/Middleware/AdminMiddleware.php:17"
"threat-model-permissions-matrix","parent-manager-account-lifecycle-gaps","high","medium","confirmed","now","M","Parent accounts cannot be disabled or reset by anyone; parents and managers have no in-app password/phone change; managers have no recovery path at all","backend/routes/api.php:43; backend/routes/api.php:53; backend/routes/api.php:111; backend/app/Http/Controllers/Api/AuthController.php:132; backend/app/Http/Controllers/Api/AdminUserController.php:17"
"threat-model-permissions-matrix","message-thread-inherited-on-reassignment","medium","low","confirmed","now","M","Parent↔teacher message history is keyed by student only, so a reassigned or transferred student hands the whole private thread to the new teacher — including across centers","backend/app/Http/Controllers/Api/MessageController.php:120; backend/app/Http/Controllers/Api/MessageController.php:42; backend/database/migrations/2026_08_22_100000_create_messages_table.php:18; backend/app/Http/Controllers/Api/StudentController.php:657; backend/app/Http/Controllers/Api/StudentRequestController.php:329"
"threat-model-permissions-matrix","public-demo-accounts-orphan-endpoint","medium","","confirmed","now","S","Unauthenticated /api/public/demo-accounts dumps every user's name/email/role whenever APP_DEBUG=true — and the frontend no longer uses it","backend/routes/api.php:23; backend/app/Http/Controllers/Api/DashboardController.php:104; DEPLOYMENT.md:14; CLAUDE.md:32"
"threat-model-permissions-matrix","tenant-isolation-negative-test-gaps","medium","low","confirmed","now","M","28 of 107 routes have no test and 24 more have no negative assertion; the matrix has whole cells with no proof of denial","backend/tests/Feature/RoleMatrixTest.php:30; backend/tests/Feature/CenterManagerTest.php:35; backend/tests/Feature/FingerprintImportTest.php:147; backend/routes/api.php:58; backend/routes/api.php:160; backend/routes/api.php:164"
"threat-model-permissions-matrix","xlsx-import-cross-center-name-oracle","medium","","confirmed","next","S","Fingerprint xlsx import echoes the name and code of students from other centers, letting any teacher or manager dump the system-wide roster","backend/app/Http/Controllers/Api/AttendanceImportController.php:164; backend/app/Http/Controllers/Api/AttendanceImportController.php:184; backend/app/Http/Controllers/Api/AttendanceImportController.php:198; backend/tests/Feature/FingerprintImportTest.php:147"
"threat-model-permissions-matrix","automation-uses-human-admin-wildcard-token","medium","low","confirmed","next","M","n8n digest logs in as the human admin with a plaintext password, holds a 7-day '*' token it never revokes, and exports minors' national IDs and guardian phones daily","n8n/mutqin-daily-attendance-digest.json:1; n8n/README.md:19; backend/app/Http/Controllers/Api/AttendanceController.php:23; backend/app/Http/Controllers/Api/AuthController.php:62"
"threat-model-permissions-matrix","manager-teacher-password-reset-no-actor-audit","medium","low","confirmed","next","S","A center manager can silently set any of their teachers' passwords and free-form emails, then read parent↔teacher messages as that teacher; the audit log records it as 'admin'","backend/app/Http/Controllers/Api/CenterManagerController.php:333; backend/app/Http/Controllers/Api/CenterManagerController.php:342; backend/app/Http/Controllers/Api/CenterManagerController.php:314; backend/app/Http/Controllers/Api/MessageController.php:17; frontend-html/manager/teachers.html:30"
"threat-model-permissions-matrix","weekly-test-and-memorization-write-ownership-drift-no-grade-audit","medium","low","confirmed","next","S","Weekly-test edits are owned by the authoring teacher (not the current one) so a former teacher — even in another center after transfer — can rewrite results; memorization hard-deletes and grade rewrites leave no audit","backend/app/Http/Controllers/Api/WeeklyTestController.php:122; backend/app/Http/Controllers/Api/WeeklyTestController.php:177; backend/app/Http/Controllers/Api/WeeklyTestController.php:151; backend/app/Http/Controllers/Api/MemorizationController.php:220"
"threat-model-permissions-matrix","admin-update-paths-bypass-lifecycle-invariants","medium","low","confirmed","next","S","Generic admin PUTs bypass the deactivation and tenant invariants: PUT /centers/{id} flips is_active without revoking member tokens, and moving a teacher to another center leaves their students (and message threads) behind","backend/app/Http/Controllers/Api/CenterController.php:220; backend/app/Http/Controllers/Api/CenterController.php:42; backend/app/Http/Controllers/Api/TeacherController.php:161; backend/app/Http/Controllers/Api/ManagerManagementController.php:119"
"threat-model-permissions-matrix","otp-recovery-path-weaknesses","medium","low","confirmed","next","S","Phone is the single recovery factor but is changeable without re-authentication or verification, and the plaintext OTP is written to the log unconditionally","backend/app/Http/Controllers/Api/AuthController.php:218; backend/app/Http/Controllers/Api/TeacherProfileController.php:58; DEPLOYMENT.md:37; backend/.env.production.example:39"
"threat-model-permissions-matrix","single-admin-no-mfa-no-break-glass","medium","","confirmed","next","M","Exactly one super-admin account, created only by seeder, with no MFA, no OTP recovery, no second admin path and its initial password handed over in chat","backend/routes/api.php:94; backend/app/Http/Controllers/Api/AuthController.php:132; backend/database/seeders/ProductionSeeder.php:24; backend/DEPLOY_LOG.md:45"
"business-continuity-operations","no-backup-no-restore","critical","high","confirmed","now","M","No production backup exists, is scheduled, verified, off-site or restorable; a DROP-TABLE re-import into prod is planned without a pre-import dump","DEPLOYMENT.md:15; backend/DEPLOY_LOG.md:6-9; backend/DEPLOY_LOG.md:43-46; backend/routes/console.php:6-8; .gitignore:2"
"business-continuity-operations","rto-rpo-undefined","high","medium","confirmed","now","S","No RTO/RPO, no business-impact analysis, no definition of tolerable outage for the centers","DEPLOYMENT.md:1-43; backend/DEPLOY_LOG.md:1-25; CLAUDE.md:1-30"
"business-continuity-operations","single-host-spof-no-dr","high","medium","confirmed","next","L","One shared cPanel account (API + static client + .env + logs) and one MySQL instance with SSH disabled; no staging, no standby, no rebuild procedure","backend/DEPLOY_LOG.md:3-9; backend/DEPLOY_LOG.md:13-19; .cpanel.yml:4-7; backend/.env.production.example:41-47"
"business-continuity-operations","bus-factor-one-credentials","high","medium","confirmed","now","M","Bus factor = 1: single developer under three git identities, personal GitHub remote, all credentials held by one person, admin password handed over in chat, deploy artifacts on a laptop","backend/DEPLOY_LOG.md:23; backend/DEPLOY_LOG.md:43-45; backend/DEPLOY_LOG.md:52; n8n/mutqin-daily-attendance-digest.json:43-44; CLAUDE.md:12"
"business-continuity-operations","no-monitoring-no-alerting","high","","confirmed","now","S","Nothing is monitored: no uptime check, no error tracking, no log shipping, logs kept 14 days on the box at error level only","backend/bootstrap/app.php:12; backend/.env.production.example:36-39; backend/config/logging.php:68-73; backend/composer.json:7-24"
"business-continuity-operations","parent-password-recovery-dead-in-prod","high","","confirmed","now","M","Parent (and admin) password recovery is non-functional in production: OTP is log-only at info level (suppressed by LOG_LEVEL=error), no SMS, and no admin/manager endpoint can set a parent's password","backend/app/Http/Controllers/Api/AuthController.php:216-220; backend/app/Http/Controllers/Api/AuthController.php:125-160; backend/.env.production.example:39; backend/routes/api.php:20-21; backend/routes/api.php:106-119"
"business-continuity-operations","offline-capture-absent","high","low","confirmed","now","L","No offline capability and no retry-safety: attendance pre-selects 'حاضر' and unsaved marks are lost on a failed request; memorization/test/message creates duplicate on retry; only xlsx import survives an outage","frontend-html/js/config.js:30; frontend-html/teacher/attendance.html:42; frontend-html/teacher/attendance.html:83-85; frontend-html/js/api.js:44-48; backend/app/Http/Controllers/Api/MemorizationController.php:175; backend/app/Http/Controllers/Api/WeeklyTestController.php:72; backend/app/Http/Controllers/Api/MessageController.php:172"
"business-continuity-operations","deploy-drift-schema-coupling","high","medium","confirmed","now","M","Production runs code 68 commits behind HEAD (12+ routes, 2 migrations missing); deploy method is contradictory (manual File Manager vs .cpanel.yml git deploy); migrations are hand-applied SQL with no code/schema check and no rollback procedure","backend/DEPLOY_LOG.md:8-9; backend/DEPLOY_LOG.md:21-22; backend/DEPLOY_LOG.md:35-37; backend/DEPLOY_LOG.md:46; .cpanel.yml:5-7; backend/routes/api.php:59-61"
"business-continuity-operations","n8n-digest-laptop-spof","medium","low","confirmed","next","S","The only automated operational alert (daily attendance digest) is an n8n workflow meant to run on a personal machine with the admin password in a Set node, creating a new admin token every day and failing silently","n8n/README.md:19-25; n8n/mutqin-daily-attendance-digest.json:32; n8n/mutqin-daily-attendance-digest.json:43-44; n8n/mutqin-daily-attendance-digest.json:87-88"
"business-continuity-operations","no-scheduler-no-pruning","medium","low","confirmed","next","S","No scheduled maintenance at all: expired Sanctum tokens, OTP rows, notifications, messages and file-cache/throttle files grow forever; no cron is configured on the host","backend/routes/console.php:6-8; backend/app/Http/Controllers/Api/AuthController.php:66; backend/config/sanctum.php:55; backend/.env.production.example:57-58; backend/app/Http/Controllers/Api/NotificationController.php:20"
"business-continuity-operations","laravel-11-past-security-eol","high","medium","confirmed","next","M","Laravel v11.51.0 is six months past its security-fix end (2026-03-12) and the host cannot run composer, with no documented vendor-upgrade procedure","backend/composer.lock:1133-1134; backend/composer.json:9; backend/DEPLOY_LOG.md:6-7; .cpanel.yml:6"
"business-continuity-operations","import-overwrites-corrections-no-batch-undo","medium","","confirmed","next","M","Re-importing an xlsx silently overwrites manager corrections (leaving a stale corrected_by audit) and a bad import cannot be reverted as a batch — recovery is one manual click per record","backend/app/Http/Controllers/Api/AttendanceImportController.php:300-312; backend/app/Http/Controllers/Api/AttendanceImportController.php:360-372; backend/app/Http/Controllers/Api/CenterManagerController.php:580-585; backend/database/migrations/2026_07_18_120000_add_correction_audit_to_attendances.php:18-20"
"business-continuity-operations","no-runbooks-no-support-path","medium","","confirmed","next","M","No runbooks for recurring operator tasks, no support/on-call path, no per-role onboarding; backend README is stock Laravel and the frontend README/page guide are stale","backend/README.md:10-22; frontend-html/README.md:19-26; دليل-محتوى-الصفحات.md:5; DEPLOYMENT.md:5-18; backend/app/Http/Controllers/Api/ManagerManagementController.php:88"
"business-continuity-operations","no-cost-capacity-model","medium","low","confirmed","next","M","No capacity or cost model: host limits undocumented, no load numbers, and the N+1 weekly report puts a measurable ceiling on the shared host","backend/app/Http/Controllers/Api/ReportController.php:91-111; frontend-html/js/layout.js:257; backend/app/Services/ReportService.php:133-146; backend/database/seeders/LibyanDataSeeder.php:17"
"business-continuity-operations","public-endpoints-uncached-unthrottled","medium","low","confirmed","now","S","Unauthenticated `/public/stats` and `/public/demo-accounts` hit the database on every call with no cache and no rate limit; no global API limiter exists","backend/app/Http/Controllers/Api/DashboardController.php:124-134; backend/routes/api.php:16-23; backend/app/Providers/AppServiceProvider.php:1; backend/bootstrap/app.php:14-21"
"legal-ip-licensing","child-photos-unlicensed-no-consent","critical","","confirmed","now","S","11 downloaded third-party photos of identifiable minors published on the landing page and in the public repo with no licence, credit or guardian consent","frontend-html/img/gallery/g01-halaqa-reading.jpg … g11-competition-boys.jpg (11 files); Home photos/ (11 byte-identical originals incl. مصطفى-المهدوي-720x470.jpg); frontend-html/index.html:305-323; frontend-html/index.html:310; frontend-html/index.html:320; .cpanel.yml:5"
"legal-ip-licensing","no-license-false-mit-declaration","high","medium","confirmed","now","S","No LICENSE or ownership statement anywhere, while composer.json and README advertise MIT inherited from the Laravel skeleton; multiple contributor identities with no assignment","backend/composer.json:2-6; backend/README.md:56-58; frontend-html/index.html:373; frontend-html/login.html:70; backend/DEPLOY_LOG.md:36; (missing) LICENSE / NOTICE at repo root, backend/, frontend-html/"
"legal-ip-licensing","mpdf-gpl2-copyleft-in-process","high","low","confirmed","next","M","mPDF (GPL-2.0-only) is a hard in-process dependency of nine PDF routes; the combined bundle has already been conveyed to the client's hosting account under contradictory MIT/proprietary signals","backend/composer.json:12; backend/composer.lock:2444-2493; backend/app/Http/Controllers/Api/ReportPdfController.php:50-66; backend/routes/api.php:80-82,125-128,170-171; .cpanel.yml:4-6; backend/DEPLOY_LOG.md:3-9,33-36; frontend-html/js/config.js:10-12; تشغيل-المشروع.bat:23-27"
"legal-ip-licensing","no-privacy-policy-or-terms","high","medium","confirmed","now","M","Zero privacy-policy / terms-of-use / consent pages for a product holding minors' identity, guardian phone, attendance and fingerprint data — a hard app-store blocker","frontend-html/index.html:337-374; frontend-html/login.html; backend/routes/api.php; backend/app/Http/Controllers/Api/AttendanceImportController.php"
"legal-ip-licensing","public-repo-exposes-hosting-internals","medium","","confirmed","now","S","Public GitHub repo publishes production hosting internals (cPanel user, DB name, server layout, deploy procedure) and a personal desktop screenshot",".cpanel.yml:4-6; backend/DEPLOY_LOG.md:3-15; _handoff2/untitled/project/uploads/pasted-1781910600697-0.png; screenshots/45-demo-all-accounts.png"
"legal-ip-licensing","brand-trademark-ownership-unclear","medium","low","confirmed","next","M","The mark مُتقِن is spelled four ways in Latin, attributed to a single center in the footer, implies Awqaf supervision, and has no owner, notice or registration","frontend-html/index.html:353; frontend-html/index.html:373; frontend-html/index.html:320; frontend-html/login.html:70; frontend-html/manifest.webmanifest:2-3; backend/resources/views/pdf/layout.blade.php:45,56; CLAUDE.md:5; تشغيل-المشروع.bat:23"
"legal-ip-licensing","no-sbom-third-party-notices","medium","low","confirmed","next","S","No THIRD-PARTY-NOTICES, SBOM or licence gate; PDF font actually embedded for Arabic is chosen at runtime by mPDF and its licence is not on record","backend/composer.lock; backend/app/Http/Controllers/Api/ReportPdfController.php:61-62; backend/resources/views/pdf/layout.blade.php:6,24; frontend-html/index.html:8"
"legal-ip-licensing","ai-assisted-authorship-undocumented","medium","low","confirmed","next","S","223 of 224 commits are AI co-authored and the design system is a Claude Design export, but no authorship/ownership policy or account-holder record exists","git history (224 commits); _handoff2/untitled/README.md:3; CLAUDE.md"
